char,hanviet,pinyin
絡,['lạc'],*
絢,['huyến'],*
給,['cấp'],*
絨,['nhung'],*
絪,['nhân'],*
絫,['luỹ'],*
絰,['điệt'],*
統,['thống'],*
絶,['tuyệt'],*
絹,['quyên'],*
絿,['cầu'],*
綂,['thống'],*
綃,['tiêu'],*
綈,['đề'],*
綉,['tú'],*
綌,['khích'],*
綍,['phất'],*
綎,['đinh'],*
綑,['khổn'],*
經,['kinh'],*
綘,['phùng'],*
継,['kế'],*
続,['tục'],*
綠,['lục'],*
綣,['quyển'],*
綫,['tuyến'],*
綬,['thụ'],*
維,['duy'],*
綯,['đào'],*
綰,['oản'],*
綱,['cương'],*
網,['võng'],*
綹,['lữu'],*
綻,['trán'],*
綽,['xước'],*
綾,['lăng'],*
綿,['miên'],*
緁,['tiệp'],*
緅,['tưu'],*
緆,['tích'],*
緊,['khẩn'],*
緋,['phi'],*
緍,['mân'],*
緎,['vực'],*
総,['tổng'],*
緑,['lục'],*
緒,['tự'],*
緖,['tự'],*
緗,['tương'],*
緘,['giam'],*
緙,['khách'],*
線,['tuyến'],*
緜,['miên'],*
緝,['tập'],*
緞,['đoạn'],*
緤,['tiết'],*
緥,['bảo'],*
編,['biên'],*
緩,['hoãn'],*
緰,['đầu'],*
緱,['câu'],*
練,['luyện'],*
緶,['biền'],*
緹,['đề'],*
緻,['trí'],*
縈,['oanh'],*
縉,['tấn'],*
縊,['ải'],*
縏,['bàn'],*
縑,['kiêm'],*
縗,['thôi'],*
縚,['thao'],*
縝,['chẩn'],*
縞,['cảo'],*
縟,['nhục'],*
縠,['hộc'],*
縡,['tể'],*
縢,['đằng'],*
縦,['túng'],*
縧,['thao'],*
縩,['sái'],*
縮,['súc'],*
縯,['diễn'],*
縲,['luy'],*
縳,['truyện'],*
縶,['trập'],*
績,['tích'],*
繈,['cưỡng'],*
繊,['tiêm'],*
繒,['tăng'],*
繕,['thiện'],*
繖,['tản'],*
繘,['quất'],*
繙,['phiên'],*
繚,['liễu'],*
繞,['nhiễu'],*
繠,['nhuỵ'],*
繡,['tú'],*
繣,['hoạch'],*
繨,['đáp'],*
繪,['hội'],*
繫,['hệ'],*
繭,['kiển'],*
繮,['cương'],*
繸,['toại'],*
繹,['dịch'],*
繻,['nhu'],*
繼,['kế'],*
繽,['tân'],*
繾,['khiển'],*
纁,['huân'],*
纂,['toản'],*
纆,['mặc'],*
纇,['lỗi'],*
纈,['hiệt'],*
纊,['khoáng'],*
續,['tục'],*
纎,['tiêm'],*
纏,['triền'],*
纒,['triền'],*
纓,['anh'],*
纔,['tài'],*
纖,['tiêm'],*
纘,['toản'],*
纙,['la'],*
纜,['lãm'],*
缺,['khuyết'],*
缽,['bát'],*
缾,['bình'],*
罃,['oanh'],*
罄,['khánh'],*
罅,['há'],*
罇,['tôn'],*
罌,['anh'],*
罍,['lôi'],*
罎,['đàm'],*
罐,['quán'],*
罒,['võng'],*
罔,['võng'],*
罕,['hãn'],*
罛,['cô'],*
罟,['cổ'],*
罠,['mân'],*
罥,['quyến'],*
罦,['phù'],*
罪,['tội'],*
罭,['vực'],*
置,['trí'],*
罰,['phạt'],*
罱,['lãm'],*
罵,['mạ'],*
罶,['lữu'],*
罸,['phạt'],*
罻,['uý'],*
罽,['kế'],*
罾,['tăng'],*
罿,['đồng'],*
羅,['la'],*
羆,['bi'],*
羌,['khương'],*
羍,['thát'],*
羔,['cao'],*
羖,['cổ'],*
羗,['khương'],*
羚,['linh'],*
羜,['trữ'],*
羝,['đê'],*
羞,['tu'],*
羢,['nhung'],*
羣,['quần'],*
群,['quần'],*
羥,['khan'],*
義,['nghĩa'],*
羭,['du'],*
羮,['canh'],*
羰,['thang'],*
羱,['nguyên'],*
羵,['phần'],*
羼,['sạn'],*
羽,['vũ'],*
羿,['nghệ'],*
翁,['ông'],*
翄,['sí'],*
翅,['sí'],*
翌,['dực'],*
翎,['linh'],*
習,['tập'],*
翔,['tường'],*
翕,['hấp'],*
翠,['thuý'],*
翣,['sáp'],*
翦,['tiễn'],*
翩,['phiên'],*
翫,['ngoạn'],*
翬,['huy'],*
翮,['cách'],*
翯,['hạc'],*
翰,['hàn'],*
翳,['ế'],*
翹,['kiều'],*
翻,['phiên'],*
翼,['dực'],*
翽,['hối'],*
翾,['huyên'],*
耀,['diệu'],*
老,['lão'],*
耂,['lão'],*
考,['khảo'],*
耄,['mạo'],*
者,['giả'],*
耊,['điệt'],*
耋,['điệt'],*
耎,['nhuyễn'],*
耒,['lỗi'],*
耕,['canh'],*
耘,['vân'],*
耝,['thư'],*
耞,['gia'],*
耠,['hoát'],*
耦,['ngẫu'],*
耨,['nậu'],*
耩,['giảng'],*
耪,['bảng'],*
耬,['lâu'],*
耮,['lạo'],*
耰,['ưu'],*
耲,['hoài'],*
耳,['nhĩ'],*
耵,['đinh'],*
耽,['đam'],*
聆,['linh'],*
聊,['liêu'],*
聒,['quát'],*
聖,['thánh'],*
聘,['sính'],*
聚,['tụ'],*
聡,['thông'],*
聦,['thông'],*
聮,['liên'],*
聰,['thông'],*
聱,['ngao'],*
聲,['thanh'],*
聳,['tủng'],*
聴,['thính'],*
聵,['hội'],*
聹,['ninh'],*
聼,['thính'],*
聾,['lung'],*
聿,['duật'],*
肀,['duật'],*
肅,['túc'],*
肇,['triệu'],*
肈,['triệu'],*
肊,['ức'],*
肋,['lặc'],*
肌,['cơ'],*
肎,['khẳng'],*
肐,['cách'],*
肓,['hoang'],*
肕,['nhận'],*
肚,['đỗ'],*
肝,['can'],*
股,['cổ'],*
肢,['chi'],*
肥,['phì'],*
肧,['phôi'],*
肪,['phương'],*
肬,['vưu'],*
肰,['nhiên'],*
肱,['quăng'],*
育,['dục'],*
肴,['hào'],*
肹,['hật'],*
肼,['tỉnh'],*
肽,['thái'],*
胂,['thân'],*
胄,['trụ'],*
胊,['cù'],*
胍,['cô'],*
胎,['thai'],*
胏,['chỉ'],*
胑,['chi'],*
胚,['phôi'],*
胛,['giáp'],*
胞,['bào'],*
胠,['khư'],*
胡,['hồ'],*
胤,['dận'],*
胥,['tư'],*
胦,['ương'],*
胬,['nỗ'],*
胭,['yên'],*
胰,['di'],*
胱,['quang'],*
胴,['đỗng'],*
胸,['hung'],*
胹,['nhi'],*
胺,['át'],*
胻,['hành'],*
胼,['biền'],*
脃,['thuý'],*
脅,['hiếp'],*
脆,['thuý'],*
脇,['hiếp'],*
脈,['mạch'],*
脊,['tích'],*
脒,['mễ'],*
脖,['bột'],*
脗,['vẫn'],*
脛,['hĩnh'],*
脝,['hanh'],*
脡,['đĩnh'],*
脢,['môi'],*
脣,['thần'],*
脩,['tu'],*
脬,['phao'],*
脰,['đậu'],*
脲,['niệu'],*
脹,['trướng'],*
脿,['biểu'],*
腄,['chuỷ'],*
腋,['dịch'],*
腍,['nhẫm'],*
腎,['thận'],*
腑,['phủ'],*
腒,['cừ'],*
腓,['phì'],*
腖,['đống'],*
腚,['đĩnh'],*
腜,['môi'],*
腠,['thấu'],*
腡,['loa'],*
腥,['tinh'],*
腦,['não'],*
腧,['thú'],*
腩,['nạm'],*
腮,['tai'],*
腯,['đột'],*
腰,['yêu'],*
腳,['cước'],*
腴,['du'],*
腹,['phúc'],*
腺,['tuyến'],*
膂,['lữ'],*
膃,['ột'],*
膆,['tố'],*
膇,['truy'],*
膈,['cách'],*
膌,['tích'],*
膕,['quắc'],*
膗,['suỳ'],*
膙,['cưỡng'],*
膚,['phu'],*
膛,['thang'],*
膝,['tất'],*
膟,['suất'],*
膠,['giao'],*
膣,['trất'],*
膨,['bành'],*
膪,['suý'],*
膬,['sế'],*
膳,['thiện'],*
膵,['tuỵ'],*
膷,['hương'],*
膺,['ưng'],*
膽,['đảm'],*
臀,['đồn'],*
臁,['liêm'],*
臄,['cược'],*
臆,['ức'],*
臇,['tuyến'],*
臈,['lạp'],*
臋,['đồn'],*
臌,['cổ'],*
臍,['tề'],*
臐,['huân'],*
臓,['tạng'],*
臘,['lạp'],*
臙,['yên'],*
臛,['hoắc'],*
臞,['cù'],*
臟,['tạng'],*
臠,['luyến'],*
臣,['thần'],*
臥,['ngoạ'],*
自,['tự'],*
臯,['cao'],*
臲,['niết'],*
至,['chí'],*
致,['trí'],*
臼,['cữu'],*
臽,['hãm'],*
舁,['dư'],*
舂,['thung'],*
舄,['tích'],*
舅,['cữu'],*
舉,['cử'],*
舊,['cựu'],*
舋,['hấn'],*
舌,['thiệt'],*
舎,['xá'],*
舒,['thư'],*
舔,['thiểm'],*
舘,['quán'],*
舜,['thuấn'],*
舝,['hạt'],*
舞,['vũ'],*
舠,['đao'],*
舡,['hang'],*
舢,['san'],*
舨,['bản'],*
舩,['thuyền'],*
航,['hàng'],*
舭,['tỳ'],*
舲,['linh'],*
舳,['trục'],*
舴,['trách'],*
舵,['đà'],*
舷,['huyền'],*
舸,['khả'],*
船,['thuyền'],*
艁,['tạo'],*
艄,['sao'],*
艅,['dư'],*
艇,['đĩnh'],*
艉,['vĩ'],*
艋,['mãnh'],*
艎,['hoàng'],*
艏,['thủ'],*
艖,['xoa'],*
艙,['thương'],*
艚,['tào'],*
艟,['đồng'],*
艢,['tường'],*
艣,['lỗ'],*
艤,['nghĩ'],*
艦,['hạm'],*
艨,['mông'],*
艩,['tề'],*
艪,['lỗ'],*
艫,['lô'],*
艭,['sang'],*
艮,['cấn'],*
良,['lương'],*
艱,['gian'],*
色,['sắc'],*
艶,['diễm'],*
艷,['diễm'],*
艸,['thảo'],*
艹,['thảo'],*
芀,['điêu'],*
芄,['hoàn'],*
芊,['thiên'],*
芍,['thược'],*
芎,['khung'],*
芏,['đỗ'],*
芑,['khỉ'],*
芒,['mang'],*
芔,['huỷ'],*
芙,['phù'],*
芝,['chi'],*
芞,['khất'],*
芟,['sam'],*
芡,['khiếm'],*
芣,['phù'],*
芤,['khưu'],*
芥,['giới'],*
芨,['cập'],*
芩,['cầm'],*
芭,['ba'],*
芮,['nhuế'],*
芯,['tâm'],*
花,['hoa'],*
芲,['hoa'],*
芳,['phương'],*
芷,['chỉ'],*
芸,['vân'],*
芹,['cần'],*
芻,['sô'],*
芽,['nha'],*
芿,['nhứng'],*
苒,['nhiễm'],*
苓,['linh'],*
苔,['đài'],*
苗,['miêu'],*
苙,['lập'],*
苜,['mục'],*
苞,['bao'],*
苟,['cẩu'],*
苡,['dĩ'],*
苣,['cự'],*
苤,['phiết'],*
英,['anh'],*
苲,['trả'],*
苶,['niết'],*
苷,['đại'],*
苺,['môi'],*
苻,['phù'],*
茁,['truất'],*
茂,['mậu'],*
范,['phạm'],*
茅,['mao'],*
茈,['sài'],*
茉,['mạt'],*
茌,['trì'],*
茓,['huyệt'],*
茘,['lệ'],*
茛,['cấn'],*
茢,['liệt'],*
茥,['khuê'],*
茦,['sách'],*
茫,['mang'],*
茬,['tra'],*
茯,['phục'],*
茱,['thù'],*
茳,['giang'],*
茴,['hồi'],*
茵,['nhân'],*
茶,['trà'],*
茼,['đồng'],*
荀,['tuân'],*
荃,['thuyên'],*
荄,['cai'],*
荇,['hạnh'],*
荊,['kinh'],*
荍,['kiều'],*
荏,['nhẫm'],*
荒,['hoang'],*
荔,['lệ'],*
荘,['trang'],*
荳,['đậu'],*
荸,['bột'],*
荻,['địch'],*
荽,['tuy'],*
莊,['trang'],*
莒,['cử'],*
莓,['môi'],*
莖,['hành'],*
莚,['diên'],*
莛,['đình'],*
莝,['toả'],*
莢,['giáp'],*
莧,['hiện'],*
莪,['nga'],*
莽,['mãng'],*
莿,['thích'],*
菂,['đích'],*
菅,['gian'],*
菇,['cô'],*
菉,['lục'],*
菊,['cúc'],*
菌,['khuẩn'],*
菎,['côn'],*
菏,['hà'],*
菓,['quả'],*
菔,['bặc'],*
菖,['xương'],*
菘,['tùng'],*
菜,['thái'],*
菠,['ba'],*
菢,['bão'],*
菣,['khẩn'],*
菪,['đãng'],*
菰,['cô'],*
菱,['lăng'],*
菶,['bổng'],*
菺,['kiên'],*
菼,['thảm'],*
菾,['điềm'],*
萄,['đào'],*
萅,['xuân'],*
萊,['lai'],*
萋,['thê'],*
萌,['manh'],*
萍,['bình'],*
萏,['đạm'],*
萐,['tiệp'],*
萘,['nại'],*
萜,['thiếp'],*
萩,['thu'],*
萬,['vạn'],*
萱,['huyên'],*
萲,['huyên'],*
萴,['trắc'],*
萵,['oa'],*
萸,['du'],*
萼,['ngạc'],*
落,['lạc'],*
葄,['tộ'],*
葅,['thư'],*
葆,['bảo'],*
葇,['nhu'],*
葒,['hồng'],*
葖,['đột'],*
葙,['tương'],*
葛,['cát'],*
葠,['sâm'],*
葡,['bồ'],*
董,['đổng'],*
葥,['tiền'],*
葩,['ba'],*
葫,['hồ'],*
葬,['táng'],*
葳,['uy'],*
葴,['châm'],*
葵,['quỳ'],*
葶,['đình'],*
葷,['huân'],*
葹,['thi'],*
葺,['tập'],*
葽,['yêu'],*
蒂,['đế'],*
蒎,['phái'],*
蒐,['sưu'],*
蒓,['thuần'],*
蒜,['toán'],*
蒞,['lị'],*
蒟,['củ'],*
蒢,['trừ'],*
蒦,['hoạch'],*
蒨,['thiến'],*
蒪,['thuần'],*
蒭,['sô'],*
蒯,['khoái'],*
蒱,['bồ'],*
蒴,['sóc'],*
蒸,['chưng'],*
蒹,['kiêm'],*
蒺,['tật'],*
蒻,['nhược'],*
蒽,['ân'],*
蒿,['hao'],*
蓀,['tôn'],*
蓂,['minh'],*
蓄,['súc'],*
蓆,['tịch'],*
蓇,['cốt'],*
蓍,['thi'],*
蓐,['nhục'],*
蓓,['bội'],*
蓡,['sâm'],*
蓬,['bồng'],*
蓮,['liên'],*
蓯,['thung'],*
蓱,['bình'],*
蓴,['thuần'],*
蓺,['nghệ'],*
蓽,['tất'],*
蓿,['túc'],*
蔀,['bộ'],*
蔂,['luy'],*
蔆,['lăng'],*
蔇,['ký'],*
蔉,['cổn'],*
蔌,['tốc'],*
蔎,['thiết'],*
蔑,['miệt'],*
蔕,['đế'],*
蔗,['giá'],*
蔥,['thông'],*
蔦,['điểu'],*
蔫,['yên'],*
蔬,['sơ'],*
蔯,['trần'],*
蔴,['ma'],*
蔻,['khấu'],*
蔾,['lê'],*
蕉,['tiêu'],*
蕋,['nhị'],*
蕍,['du'],*
蕎,['kiều'],*
蕑,['gian'],*
蕓,['vân'],*
蕖,['cừ'],*
蕙,['huệ'],*
蕚,['ngạc'],*
蕠,['như'],*
蕤,['nhuy'],*
蕨,['quyết'],*
蕪,['vu'],*
蕭,['tiêu'],*
蕮,['tích'],*
蕳,['gian'],*
蕷,['dự'],*
蕸,['hà'],*
蕺,['trấp'],*
蕿,['huyên'],*
薅,['hao'],*
薆,['ái'],*
薉,['uế'],*
薊,['kế'],*
薌,['hương'],*
薏,['ý'],*
薐,['lăng'],*
薑,['khương'],*
薘,['đạt'],*
薛,['tiết'],*
薢,['giải'],*
薤,['giới'],*
薩,['tát'],*
薪,['tân'],*
薬,['dược'],*
薯,['thự'],*
薰,['huân'],*
薶,['mai'],*
薷,['nhu'],*
薸,['phiêu'],*
薹,['đài'],*
薻,['tảo'],*
薽,['chân'],*
薾,['nhĩ'],*
薿,['nghĩ'],*
藁,['cảo'],*
藇,['tự'],*
藊,['biển'],*
藍,['lam'],*
藎,['tẫn'],*
藕,['ngẫu'],*
藘,['lư'],*
藜,['lê'],*
藝,['nghệ'],*
藟,['luỹ'],*
藤,['đằng'],*
藥,['dược'],*
藦,['ma'],*
藪,['tẩu'],*
藭,['cùng'],*
藳,['cảo'],*
藶,['lịch'],*
藷,['thự'],*
藹,['ái'],*
藺,['lận'],*
藻,['tảo'],*
藼,['huyên'],*
藾,['lại'],*
藿,['hoắc'],*
蘀,['thác'],*
蘐,['huyên'],*
蘑,['ma'],*
蘓,['tô'],*
蘘,['nhương'],*
蘚,['tiển'],*
蘩,['phiền'],*
蘭,['lan'],*
蘿,['la'],*
虀,['tê'],*
虆,['luy'],*
虍,['hô'],*
虎,['hổ'],*
虐,['ngược'],*
虔,['kiền'],*
虖,['hô'],*
虗,['hư'],*
虜,['lỗ'],*
虞,['ngu'],*
虡,['cự'],*
虣,['bạo'],*
虧,['khuy'],*
虯,['cầu'],*
虰,['đinh'],*
虱,['sắt'],*
虵,['xà'],*
虻,['manh'],*
虼,['khất'],*
蚄,['phương'],*
蚆,['ba'],*
蚈,['khiên'],*
蚉,['văn'],*
蚊,['văn'],*
蚋,['nhuế'],*
蚌,['bạng'],*
蚓,['dẫn'],*
蚛,['trọng'],*
蚣,['công'],*
蚤,['tảo'],*
蚧,['giới'],*
蚨,['phù'],*
蚪,['đẩu'],*
蚱,['trách'],*
蚲,['bình'],*
蚴,['u'],*
蚵,['hà'],*
蚶,['ham'],*
蚹,['phụ'],*
蚺,['nhiêm'],*
蚻,['trát'],*
蚿,['huyền'],*
蛀,['chú'],*
蛁,['điêu'],*
蛄,['cô'],*
蛅,['chiêm'],*
蛆,['thư'],*
蛉,['linh'],*
蛋,['đản'],*
蛐,['khúc'],*
蛑,['mâu'],*
蛔,['hồi'],*
蛕,['hồi'],*
蛙,['oa'],*
蛚,['liệt'],*
蛜,['y'],*
蛟,['giao'],*
蛣,['kiết'],*
蛤,['cáp'],*
蛭,['điệt'],*
蛻,['thuế'],*
蜀,['thục'],*
蜂,['phong'],*
蜃,['thận'],*
蜆,['hiện'],*
蜇,['triết'],*
蜈,['ngô'],*
蜉,['phù'],*
蜋,['lang'],*
蜍,['thừ'],*
蜑,['đản'],*
蜓,['đình'],*
蜘,['tri'],*
蜛,['cư'],*
蜜,['mật'],*
蜢,['mãnh'],*
蜣,['khương'],*
蜥,['tích'],*
蜨,['điệp'],*
蜩,['điêu'],*
蜯,['bạng'],*
蜴,['dịch'],*
蜷,['quyền'],*
蜺,['nghê'],*
蜾,['quả'],*
蜿,['uyển'],*
蝀,['đông'],*
蝄,['võng'],*
蝌,['khoa'],*
蝍,['tức'],*
蝐,['mội'],*
蝒,['miễn'],*
蝓,['du'],*
蝕,['thực'],*
蝗,['hoàng'],*
蝘,['yển'],*
蝝,['duyên'],*
蝟,['vị'],*
蝠,['bức'],*
蝡,['nhuyễn'],*
蝣,['du'],*
蝦,['hà'],*
蝨,['sắt'],*
蝮,['phúc'],*
蝯,['viên'],*
蝰,['khuê'],*
蝱,['manh'],*
蝲,['lạt'],*
蝳,['đại'],*
蝴,['hồ'],*
蝶,['điệp'],*
蝻,['nam'],*
螂,['lang'],*
螃,['bàng'],*
螅,['tức'],*
螈,['nguyên'],*
螉,['ông'],*
螋,['sưu'],*
螗,['đường'],*
螙,['đố'],*
螞,['mã'],*
螟,['minh'],*
螡,['văn'],*
螢,['huỳnh'],*
螫,['thích'],*
螬,['tào'],*
螮,['đế'],*
螯,['ngao'],*
螳,['đường'],*
螵,['phiêu'],*
螺,['loa'],*
螻,['lâu'],*
螽,['chung'],*
螾,['dẫn'],*
螿,['tương'],*
蟀,['suất'],*
蟁,['văn'],*
蟇,['mạc'],*
蟈,['quắc'],*
蟊,['mâu'],*
蟋,['tất'],*
蟎,['mãn'],*
蟑,['chương'],*
蟓,['tượng'],*
蟛,['bành'],*
蟜,['kiểu'],*
蟟,['liêu'],*
蟥,['hoàng'],*
蟨,['quyết'],*
蟪,['huệ'],*
蟮,['thiện'],*
蟯,['nhiêu'],*
蟲,['trùng'],*
蟶,['sanh'],*
蟷,['đương'],*
蟹,['giải'],*
蟺,['thiện'],*
蟾,['thiềm'],*
蠁,['hưởng'],*
蠂,['nhiếp'],*
蠅,['dăng'],*
蠉,['huyên'],*
蠊,['liêm'],*
蠎,['mãng'],*
蠏,['giải'],*
蠐,['tề'],*
蠑,['vinh'],*
蠒,['kiển'],*
蠓,['mông'],*
蠔,['hào'],*
蠚,['nhược'],*
蠛,['miệt'],*
蠜,['phàn'],*
蠢,['xuẩn'],*
蠣,['lệ'],*
蠧,['đố'],*
蠨,['tiêu'],*
蠩,['chư'],*
蠭,['phong'],*
蠱,['cổ'],*
蠲,['quyên'],*
蠵,['huề'],*
蠷,['cù'],*
蠸,['quyền'],*
蠹,['đố'],*
蠻,['man'],*
蠽,['tiệt'],*
血,['huyết'],*
衁,['hoang'],*
衂,['nục'],*
衄,['nục'],*
衆,['chúng'],*
衇,['mạch'],*
衈,['nhị'],*
衉,['khách'],*
衊,['miệt'],*
衒,['huyễn'],*
衕,['đồng'],*
衖,['hạng'],*
街,['nhai'],*
衚,['hồ'],*
衛,['vệ'],*
衝,['xung'],*
衞,['vệ'],*
衟,['đạo'],*
衢,['cù'],*
衤,['y'],*
表,['biểu'],*
衫,['sam'],*
衭,['phu'],*
衲,['nạp'],*
衵,['nật'],*
衺,['tà'],*
衽,['nhẫm'],*
衾,['khâm'],*
袁,['viên'],*
袋,['đại'],*
袍,['bào'],*
袎,['áo'],*
袒,['đản'],*
袖,['tụ'],*
袞,['cổn'],*
袤,['mậu'],*
袪,['khư'],*
袱,['phục'],*
袲,['di'],*
袴,['khố'],*
袵,['nhẫm'],*
袺,['kết'],*
袼,['các'],*
袽,['như'],*
袿,['khuê'],*
裀,['nhân'],*
裁,['tài'],*
裂,['liệt'],*
裉,['khẳng'],*
裋,['thụ'],*
裌,['giáp'],*
裎,['trình'],*
裔,['duệ'],*
裕,['dụ'],*
裙,['quần'],*
裛,['ấp'],*
補,['bổ'],*
裝,['trang'],*
裟,['sa'],*
裠,['quần'],*
裩,['côn'],*
裲,['lưỡng'],*
裳,['thường'],*
製,['chế'],*
褂,['quái'],*
複,['phức'],*
褌,['côn'],*
褓,['bảo'],*
褕,['du'],*
褙,['bối'],*
褟,['tháp'],*
褢,['hoài'],*
褥,['nhục'],*
褧,['quýnh'],*
褫,['sỉ'],*
褭,['niểu'],*
褯,['tạ'],*
褱,['hoài'],*
褲,['khố'],*
褳,['liên'],*
褸,['lũ'],*
褽,['uý'],*
褾,['biểu'],*
襁,['cưỡng'],*
襄,['tương'],*
襋,['cức'],*
襖,['áo'],*
襜,['xiêm'],*
襞,['bích'],*
襟,['khâm'],*
襤,['lam'],*
襥,['bộc'],*
襦,['nhu'],*
襫,['thích'],*
襭,['hiệt'],*
襮,['bộc'],*
襯,['sấn'],*
襲,['tập'],*
襴,['lan'],*
襻,['phán'],*
襼,['nghệ'],*
襾,['á'],*
覀,['á'],*
覂,['phủng'],*
覈,['hạch'],*
規,['quy'],*
覓,['mịch'],*
覔,['mịch'],*
視,['thị'],*
覗,['tư'],*
覡,['hích'],*
覤,['khích'],*
覦,['du'],*
覧,['lãm'],*
覩,['đổ'],*
覯,['cấu'],*
覰,['thứ'],*
覽,['lãm'],*
覿,['địch'],*
觔,['cân'],*
觕,['thô'],*
觚,['cô'],*
觝,['để'],*
觡,['cách'],*
觧,['giải'],*
觩,['cầu'],*
觫,['tốc'],*
觱,['tất'],*
觷,['hạc'],*
觸,['xúc'],*
觺,['nghi'],*
觼,['quyết'],*
觽,['huề'],*
觿,['huề'],*
訂,['đính'],*
訃,['phó'],*
訇,['hoanh'],*
訊,['tấn'],*
訌,['hồng'],*
討,['thảo'],*
訒,['nhẫn'],*
訓,['huấn'],*
託,['thác'],*
訛,['ngoa'],*
訝,['ngạc'],*
訟,['tụng'],*
訣,['quyết'],*
訥,['nột'],*
訧,['vưu'],*
設,['thiết'],*
訴,['tố'],*
訶,['ha'],*
訹,['tuất'],*
診,['chẩn'],*
註,['chú'],*
証,['chứng'],*
詅,['linh'],*
詆,['để'],*
詈,['lị'],*
詎,['cự'],*
詐,['trá'],*
詔,['chiếu'],*
評,['bình'],*
詖,['bí'],*
詞,['từ'],*
詠,['vịnh'],*
詢,['tuân'],*
詣,['nghệ'],*
試,['thí'],*
詧,['sát'],*
詨,['giáo'],*
詩,['thi'],*
詫,['sá'],*
詬,['cấu'],*
詮,['thuyên'],*
詰,['cật'],*
話,['thoại'],*
該,['cai'],*
詵,['sân'],*
詼,['khôi'],*
詿,['quái'],*
誃,['xỉ'],*
誅,['tru'],*
誆,['cuống'],*
誌,['chí'],*
認,['nhận'],*
誑,['cuống'],*
誓,['thệ'],*
誕,['đản'],*
誖,['bội'],*
誘,['dụ'],*
誙,['khanh'],*
誚,['tiếu'],*
誠,['thành'],*
誡,['giới'],*
誣,['vu'],*
誤,['ngộ'],*
誥,['cáo'],*
誦,['tụng'],*
誨,['hối'],*
誰,['thuỳ'],*
課,['khoá'],*
誶,['tối'],*
誹,['phỉ'],*
誼,['nghị'],*
誾,['ngân'],*
諂,['siểm'],*
諆,['khi'],*
談,['đàm'],*
諏,['tưu'],*
諐,['khiên'],*
諑,['trác'],*
諗,['thẩm'],*
諙,['thoại'],*
諛,['du'],*
諜,['điệp'],*
諝,['tư'],*
諞,['biển'],*
諠,['huyên'],*
諡,['thuỵ'],*
諤,['ngạc'],*
諧,['hài'],*
諫,['gián'],*
諭,['dụ'],*
諱,['huý'],*
諳,['am'],*
諴,['hàm'],*
諵,['nam'],*
諷,['phúng'],*
諺,['ngạn'],*
諼,['huyên'],*
諾,['nặc'],*
謀,['mưu'],*
謁,['yết'],*
謂,['vị'],*
謄,['đằng'],*
謆,['phiến'],*
謇,['kiển'],*
謊,['hoang'],*
謋,['hoạch'],*
謌,['ca'],*
謎,['mê'],*
謑,['hệ'],*
謔,['hước'],*
謖,['tắc'],*
謗,['báng'],*
講,['giảng'],*
謝,['tạ'],*
謠,['dao'],*
謡,['dao'],*
謦,['khánh'],*
謨,['mô'],*
謩,['mô'],*
謪,['trích'],*
謫,['trích'],*
謬,['mậu'],*
謭,['tiễn'],*
謳,['âu'],*
謹,['cẩn'],*
謼,['hô'],*
譁,['hoa'],*
譅,['sáp'],*
譈,['đỗi'],*
證,['chứng'],*
譊,['nao'],*
譌,['ngoa'],*
譎,['quyệt'],*
譔,['soạn'],*
譚,['đàm'],*
譟,['táo'],*
警,['cảnh'],*
譩,['y'],*
譬,['thí'],*
譭,['huỷ'],*
譯,['dịch'],*
議,['nghị'],*
譱,['thiện'],*
譴,['khiển'],*
譶,['đạp'],*
護,['hộ'],*
譸,['trù'],*
譽,['dự'],*
譾,['tiễn'],*
讁,['trích'],*
讅,['thẩm'],*
讇,['siểm'],*
讋,['triệp'],*
讎,['thù'],*
讏,['vệ'],*
讐,['thù'],*
讒,['sàm'],*
讓,['nhượng'],*
讕,['lan'],*
讘,['triếp'],*
讚,['tán'],*
讜,['đảng'],*
讟,['độc'],*
讬,['thác'],*
谽,['hàm'],*
豆,['đậu'],*
豇,['giang'],*
豉,['thị'],*
豋,['đăng'],*
豎,['thụ'],*
豏,['hãm'],*
豐,['phong'],*
豑,['trật'],*
豓,['diễm'],*
豔,['diễm'],*
豕,['thỉ'],*
豖,['súc'],*
豗,['hôi'],*
豜,['kiên'],*
豝,['ba'],*
豢,['hoạn'],*
豣,['kiên'],*
豦,['cứ'],*
豪,['hào'],*
豬,['trư'],*
豭,['gia'],*
豱,['ôn'],*
豳,['bân'],*
豵,['tông'],*
豶,['phần'],*
豷,['ế'],*
豹,['báo'],*
豺,['sài'],*
貂,['điêu'],*
貅,['hưu'],*
貊,['mạch'],*
貎,['nghê'],*
貓,['miêu'],*
貛,['hoan'],*
貝,['bối'],*
貞,['trinh'],*
負,['phụ'],*
財,['tài'],*
貢,['cống'],*
貧,['bần'],*
貨,['hoá'],*
貪,['tham'],*
貯,['trữ'],*
貰,['thế'],*
貳,['nhị'],*
貴,['quý'],*
貶,['biếm'],*
買,['mãi'],*
貺,['huống'],*
貼,['thiếp'],*
貽,['di'],*
貿,['mậu'],*
賀,['hạ'],*
賂,['lộ'],*
賄,['hối'],*
賅,['cai'],*
資,['tư'],*
賉,['tuất'],*
賊,['tặc'],*
賑,['chẩn'],*
賒,['xa'],*
賕,['cầu'],*
賙,['chu'],*
賛,['tán'],*
賜,['tứ'],*
賝,['sâm'],*
賞,['thưởng'],*
